drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
8745,Promethazine,4450,Fluconazole,10033712,Papilloedema,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10038848,Retinal detachment,1,693,11,6929,0.909091,1.04371,0.00144092
8745,Promethazine,4450,Fluconazole,10047655,Vitreous haemorrhage,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10038867,Retinal haemorrhage,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10038923,Retinopathy,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10005169,Blindness,4,690,8,6932,5.0,0.611077,0.00576369
8745,Promethazine,4450,Fluconazole,10005184,Blindness transient,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10005186,Blindness unilateral,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10047531,Visual acuity reduced,3,691,35,6905,0.857143,0.600266,0.00432277
8745,Promethazine,4450,Fluconazole,10003569,Astigmatism,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10047513,Vision blurred,23,671,63,6877,3.65079,0.240346,0.0331412
8745,Promethazine,4450,Fluconazole,10047571,Visual impairment,9,685,35,6905,2.57143,0.371615,0.0129683
8745,Promethazine,4450,Fluconazole,10047555,Visual field defect,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10047543,Visual disturbance,5,689,10,6930,5.0,0.546274,0.00720461
8745,Promethazine,4450,Fluconazole,10020028,Hiatus hernia,16,678,8,6932,20.0,0.431179,0.0230548
8745,Promethazine,4450,Fluconazole,10022016,Inguinal hernia,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10036772,Proctalgia,4,690,2,6938,20.0,0.86511,0.00576369
8745,Promethazine,4450,Fluconazole,10068286,Anorectal discomfort,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10048832,Colon adenoma,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10010003,Colonic polyp,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10017817,Gastric polyps,3,691,1,6939,30.0,1.15401,0.00432277
8745,Promethazine,4450,Fluconazole,10048616,Intestinal polyp,3,691,1,6939,30.0,1.15401,0.00432277
8745,Promethazine,4450,Fluconazole,10066995,Alveolar osteitis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10012318,Dental caries,8,686,4,6936,20.0,0.611077,0.0115274
8745,Promethazine,4450,Fluconazole,10044016,Tooth abscess,4,690,6,6934,6.66667,0.644268,0.00576369
8745,Promethazine,4450,Fluconazole,10048762,Tooth infection,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10062544,Tooth fracture,3,691,5,6935,6.0,0.729211,0.00432277
8745,Promethazine,4450,Fluconazole,10044055,Toothache,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10018290,Gingival recession,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10018292,Gingivitis,3,691,1,6939,30.0,1.15401,0.00432277
8745,Promethazine,4450,Fluconazole,10018276,Gingival bleeding,3,691,7,6933,4.28571,0.688916,0.00432277
8745,Promethazine,4450,Fluconazole,10052359,Gingival abscess,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10018286,Gingival pain,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10044044,Tooth loss,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10013554,Diverticulum,6,688,5,6935,12.0,0.60422,0.00864553
8745,Promethazine,4450,Fluconazole,10013538,Diverticulitis,3,691,8,6932,3.75,0.675832,0.00432277
8745,Promethazine,4450,Fluconazole,10033645,Pancreatitis,19,675,23,6917,8.26087,0.307449,0.0273775
8745,Promethazine,4450,Fluconazole,10033647,Pancreatitis acute,6,688,14,6926,4.28571,0.486323,0.00864553
8745,Promethazine,4450,Fluconazole,10058808,Abdominal compartment syndrome,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10016952,Food poisoning,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10056819,Gastric disorder,7,687,21,6919,3.33333,0.434616,0.0100865
8745,Promethazine,4450,Fluconazole,10017944,Gastrointestinal disorder,7,687,18,6922,3.88889,0.443653,0.0100865
8745,Promethazine,4450,Fluconazole,10065718,Gastrointestinal stoma complication,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10004137,Barrett's oesophagus,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10020601,Hyperchlorhydria,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10027158,Melanosis coli,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10059175,Intestinal haemorrhage,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10038063,Rectal haemorrhage,10,684,12,6928,8.33333,0.42632,0.0144092
8745,Promethazine,4450,Fluconazole,10017955,Gastrointestinal haemorrhage,9,685,33,6907,2.72727,0.373937,0.0129683
8745,Promethazine,4450,Fluconazole,10018830,Haematemesis,5,689,14,6926,3.57143,0.519465,0.00720461
8745,Promethazine,4450,Fluconazole,10018836,Haematochezia,7,687,11,6929,6.36364,0.481852,0.0100865
8745,Promethazine,4450,Fluconazole,10027141,Melaena,2,692,11,6929,1.81818,0.767674,0.00288184
8745,Promethazine,4450,Fluconazole,10046274,Upper gastrointestinal haemorrhage,2,692,6,6934,3.33333,0.815525,0.00288184
8745,Promethazine,4450,Fluconazole,10017888,Gastroenteritis,17,677,1,6939,170.0,1.02822,0.0244957
8745,Promethazine,4450,Fluconazole,10017918,Gastroenteritis viral,3,691,5,6935,6.0,0.729211,0.00432277
8745,Promethazine,4450,Fluconazole,10054272,Helicobacter gastritis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10060921,Abdominal abscess,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10017964,Gastrointestinal infection,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10058305,Clostridium colitis,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10009657,Clostridium difficile colitis,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10048983,Cytomegalovirus colitis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10030154,Oesophageal candidiasis,5,689,6,6934,8.33333,0.60422,0.00720461
8745,Promethazine,4450,Fluconazole,10061138,Fungal peritonitis,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10062070,Peritonitis bacterial,3,691,7,6933,4.28571,0.688916,0.00432277
8745,Promethazine,4450,Fluconazole,10009887,Colitis,8,686,10,6930,8.0,0.472668,0.0115274
8745,Promethazine,4450,Fluconazole,10009895,Colitis ischaemic,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10009900,Colitis ulcerative,1,693,11,6929,0.909091,1.04371,0.00144092
8745,Promethazine,4450,Fluconazole,10017853,Gastritis,17,677,11,6929,15.4545,0.384899,0.0244957
8745,Promethazine,4450,Fluconazole,10006919,Caecitis,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10011401,Crohn's disease,7,687,12,6928,5.83333,0.473926,0.0100865
8745,Promethazine,4450,Fluconazole,10013864,Duodenitis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10014866,Enteritis,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10014893,Enterocolitis,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10021972,Inflammatory bowel disease,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10030216,Oesophagitis,4,690,8,6932,5.0,0.611077,0.00576369
8745,Promethazine,4450,Fluconazole,10012735,Diarrhoea,80,614,194,6746,4.12371,0.126766,0.115274
8745,Promethazine,4450,Fluconazole,10057585,Post procedural diarrhoea,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10057078,Colonic pseudo-obstruction,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10010774,Constipation,34,660,58,6882,5.86207,0.212293,0.0489914
8745,Promethazine,4450,Fluconazole,10017885,Gastrooesophageal reflux disease,23,671,38,6902,6.05263,0.261169,0.0331412
8745,Promethazine,4450,Fluconazole,10021518,Impaired gastric emptying,4,690,3,6937,13.3333,0.762724,0.00576369
8745,Promethazine,4450,Fluconazole,10061173,Gastrointestinal motility disorder,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10023003,Irritable bowel syndrome,7,687,4,6936,17.5,0.625517,0.0100865
8745,Promethazine,4450,Fluconazole,10021333,Ileus paralytic,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10000077,Abdominal mass,4,690,5,6935,8.0,0.669638,0.00576369
8745,Promethazine,4450,Fluconazole,10067715,Gastrointestinal sounds abnormal,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10013946,Dyspepsia,18,676,41,6899,4.39024,0.27993,0.0259366
8745,Promethazine,4450,Fluconazole,10015137,Eructation,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10000133,Abnormal faeces,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10016100,Faeces discoloured,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10000060,Abdominal distension,15,679,41,6899,3.65854,0.299119,0.0216138
8745,Promethazine,4450,Fluconazole,10016766,Flatulence,2,692,18,6922,1.11111,0.744292,0.00288184
8745,Promethazine,4450,Fluconazole,10000081,Abdominal pain,65,629,115,6825,5.65217,0.149984,0.0936599
8745,Promethazine,4450,Fluconazole,10000084,Abdominal pain lower,6,688,10,6930,6.0,0.514861,0.00864553
8745,Promethazine,4450,Fluconazole,10000087,Abdominal pain upper,35,659,92,6848,3.80435,0.194566,0.0504323
8745,Promethazine,4450,Fluconazole,10000090,Abdominal rigidity,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10000097,Abdominal tenderness,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10017999,Gastrointestinal pain,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10030180,Oesophageal pain,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10000059,Abdominal discomfort,10,684,45,6895,2.22222,0.347329,0.0144092
8745,Promethazine,4450,Fluconazole,10049866,Aphagia,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10006326,Breath odour,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10006514,Bruxism,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10013950,Dysphagia,21,673,37,6903,5.67568,0.270298,0.0302594
8745,Promethazine,4450,Fluconazole,10059186,Early satiety,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10020710,Hyperphagia,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10063743,Hypophagia,2,692,8,6932,2.5,0.789566,0.00288184
8745,Promethazine,4450,Fluconazole,10021639,Incontinence,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10026882,Mastication disorder,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10064229,Pelvic discomfort,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10034263,Pelvic pain,4,690,12,6928,3.33333,0.575976,0.00576369
8745,Promethazine,4450,Fluconazole,10028813,Nausea,118,576,293,6647,4.0273,0.101501,0.170029
8745,Promethazine,4450,Fluconazole,10067171,Regurgitation,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10038776,Retching,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10047700,Vomiting,99,595,177,6763,5.59322,0.11902,0.142651
8745,Promethazine,4450,Fluconazole,10041101,Small intestinal obstruction,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10021328,Ileus,4,690,7,6933,5.71429,0.625517,0.00576369
8745,Promethazine,4450,Fluconazole,10022687,Intestinal obstruction,4,690,13,6927,3.07692,0.570384,0.00576369
8745,Promethazine,4450,Fluconazole,10047697,Volvulus,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10030194,Oesophageal stenosis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10013836,Duodenal ulcer,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10013849,Duodenal ulcer perforation,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10017822,Gastric ulcer,9,685,12,6928,7.5,0.439158,0.0129683
8745,Promethazine,4450,Fluconazole,10022694,Intestinal perforation,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10022714,Intestinal ulcer,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10023804,Large intestine perforation,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10041103,Small intestinal perforation,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10030201,Oesophageal ulcer,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10034341,Peptic ulcer,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10022680,Intestinal ischaemia,3,691,3,6937,10.0,0.815525,0.00432277
8745,Promethazine,4450,Fluconazole,10019022,Haemorrhoids,4,690,11,6929,3.63636,0.582515,0.00576369
8745,Promethazine,4450,Fluconazole,10009839,Coeliac disease,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10025476,Malabsorption,4,690,1,6939,40.0,1.11732,0.00576369
8745,Promethazine,4450,Fluconazole,10009944,Colon cancer,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10030155,Oesophageal carcinoma,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10033609,Pancreatic carcinoma,1,693,11,6929,0.909091,1.04371,0.00144092
8745,Promethazine,4450,Fluconazole,10033610,Pancreatic carcinoma metastatic,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10049047,Chapped lips,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10008417,Cheilitis,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10051992,Lip erosion,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10024570,Lip swelling,1,693,14,6926,0.714286,1.03433,0.00144092
8745,Promethazine,4450,Fluconazole,10067621,Oral disorder,4,690,1,6939,40.0,1.11732,0.00576369
8745,Promethazine,4450,Fluconazole,10030963,Oral candidiasis,20,674,6,6934,33.3333,0.463769,0.0288184
8745,Promethazine,4450,Fluconazole,10048685,Oral infection,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10034835,Pharyngitis,5,689,7,6933,7.14286,0.584185,0.00720461
8745,Promethazine,4450,Fluconazole,10030094,Odynophagia,3,691,2,6938,15.0,0.912002,0.00432277
8745,Promethazine,4450,Fluconazole,10031009,Oral pain,6,688,7,6933,8.57143,0.554922,0.00864553
8745,Promethazine,4450,Fluconazole,10057372,Paraesthesia oral,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10057371,Hypoaesthesia oral,2,692,6,6934,3.33333,0.815525,0.00288184
8745,Promethazine,4450,Fluconazole,10068319,Oropharyngeal pain,13,681,34,6906,3.82353,0.323651,0.018732
8745,Promethazine,4450,Fluconazole,10018291,Gingival swelling,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10030110,Oedema mouth,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10028034,Mouth ulceration,7,687,5,6935,14.0,0.584185,0.0100865
8745,Promethazine,4450,Fluconazole,10042128,Stomatitis,8,686,13,6927,6.15385,0.447591,0.0115274
8745,Promethazine,4450,Fluconazole,10034674,Peritonitis,2,692,9,6931,2.22222,0.780722,0.00288184
8745,Promethazine,4450,Fluconazole,10038975,Retroperitoneal abscess,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10000050,Abdominal adhesions,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10038980,Retroperitoneal haemorrhage,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10013781,Dry mouth,6,688,32,6908,1.875,0.443093,0.00864553
8745,Promethazine,4450,Fluconazole,10039424,Salivary hypersecretion,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10013911,Dysgeusia,4,690,32,6908,1.25,0.528834,0.00576369
8745,Promethazine,4450,Fluconazole,10018386,Glossitis,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10043951,Tongue disorder,2,692,1,6939,20.0,1.2241,0.00288184
8745,Promethazine,4450,Fluconazole,10018388,Glossodynia,3,691,11,6929,2.72727,0.650121,0.00432277
8745,Promethazine,4450,Fluconazole,10042727,Swollen tongue,2,692,20,6920,1.0,0.74055,0.00288184
8745,Promethazine,4450,Fluconazole,10042101,Stomach discomfort,1,693,7,6933,1.42857,1.0683,0.00144092
8745,Promethazine,4450,Fluconazole,10052282,Markedly reduced dietary intake,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10063889,Oral intake reduced,3,691,8,6932,3.75,0.675832,0.00432277
8745,Promethazine,4450,Fluconazole,10007810,Catheter related infection,4,690,2,6938,20.0,0.86511,0.00576369
8745,Promethazine,4450,Fluconazole,10056520,Catheter site infection,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10051792,Infusion related reaction,3,691,16,6924,1.875,0.627892,0.00432277
8745,Promethazine,4450,Fluconazole,10054997,Infusion site infection,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10053505,Infusion site swelling,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10022044,Injection site abscess,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10051572,Injection site discolouration,2,692,7,6933,2.85714,0.800795,0.00288184
8745,Promethazine,4450,Fluconazole,10022061,Injection site erythema,1,693,68,6872,0.147059,1.00654,0.00144092
8745,Promethazine,4450,Fluconazole,10022066,Injection site haematoma,2,692,24,6916,0.833333,0.734903,0.00288184
8745,Promethazine,4450,Fluconazole,10022067,Injection site haemorrhage,1,693,25,6915,0.4,1.01903,0.00144092
8745,Promethazine,4450,Fluconazole,10022081,Injection site mass,1,693,6,6934,1.66667,1.07939,0.00144092
8745,Promethazine,4450,Fluconazole,10022086,Injection site pain,5,689,102,6838,0.490196,0.45631,0.00720461
8745,Promethazine,4450,Fluconazole,10022093,Injection site pruritus,1,693,34,6906,0.294118,1.01382,0.00144092
8745,Promethazine,4450,Fluconazole,10053425,Injection site swelling,2,692,37,6903,0.540541,0.724874,0.00288184
8745,Promethazine,4450,Fluconazole,10020843,Hyperthermia,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10021113,Hypothermia,1,693,5,6935,2.0,1.09472,0.00144092
8745,Promethazine,4450,Fluconazole,10037660,Pyrexia,54,640,156,6784,3.46154,0.152787,0.0778098
8745,Promethazine,4450,Fluconazole,10049054,Brain death,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10011906,Death,15,679,278,6662,0.539568,0.262066,0.0216138
8745,Promethazine,4450,Fluconazole,10067482,No adverse event,2,692,22,6918,0.909091,0.737475,0.00288184
8745,Promethazine,4450,Fluconazole,10003549,Asthenia,43,651,134,6806,3.20896,0.170685,0.0619597
8745,Promethazine,4450,Fluconazole,10011953,Decreased activity,2,692,3,6937,6.66667,0.912002,0.00288184
8745,Promethazine,4450,Fluconazole,10016256,Fatigue,61,633,197,6743,3.09645,0.141013,0.0878963
8745,Promethazine,4450,Fluconazole,10024264,Lethargy,21,673,24,6916,8.75,0.296143,0.0302594
8745,Promethazine,4450,Fluconazole,10025482,Malaise,25,669,141,6799,1.77305,0.213324,0.0360231
8745,Promethazine,4450,Fluconazole,10008531,Chills,18,676,47,6893,3.82979,0.274312,0.0259366
8745,Promethazine,4450,Fluconazole,10016322,Feeling abnormal,10,684,91,6849,1.0989,0.330763,0.0144092
8745,Promethazine,4450,Fluconazole,10016326,Feeling cold,2,692,10,6930,2.0,0.773573,0.00288184
8745,Promethazine,4450,Fluconazole,10061458,Feeling of body temperature change,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10019133,Hangover,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10034568,Peripheral coldness,2,692,5,6935,4.0,0.835712,0.00288184
8745,Promethazine,4450,Fluconazole,10057040,Temperature intolerance,2,692,4,6936,5.0,0.86511,0.00288184
8745,Promethazine,4450,Fluconazole,10043458,Thirst,3,691,4,6936,7.5,0.762724,0.00432277
8745,Promethazine,4450,Fluconazole,10049460,Abasia,4,690,23,6917,1.73913,0.540271,0.00576369
8745,Promethazine,4450,Fluconazole,10003591,Ataxia,2,692,10,6930,2.0,0.773573,0.00288184
8745,Promethazine,4450,Fluconazole,10017577,Gait disturbance,13,681,84,6856,1.54762,0.295369,0.018732
8745,Promethazine,4450,Fluconazole,10059837,Adhesion,3,691,1,6939,30.0,1.15401,0.00432277
8745,Promethazine,4450,Fluconazole,10057687,Bloody discharge,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10009866,Cold sweat,3,691,14,6926,2.14286,0.634962,0.00432277
8745,Promethazine,4450,Fluconazole,10010264,Condition aggravated,9,685,58,6882,1.55172,0.356044,0.0129683
8745,Promethazine,4450,Fluconazole,10061619,Deformity,2,692,5,6935,4.0,0.835712,0.00288184
8745,Promethazine,4450,Fluconazole,10012559,Developmental delay,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10061818,Disease progression,5,689,36,6904,1.38889,0.475597,0.00720461
8745,Promethazine,4450,Fluconazole,10061819,Disease recurrence,4,690,9,6931,4.44444,0.599605,0.00576369
8745,Promethazine,4450,Fluconazole,10051301,Exercise tolerance decreased,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10016825,Flushing,2,692,68,6872,0.294118,0.716325,0.00288184
8745,Promethazine,4450,Fluconazole,10049438,General physical health deterioration,25,669,48,6892,5.20833,0.24341,0.0360231
8745,Promethazine,4450,Fluconazole,10060800,Hot flush,4,690,22,6918,1.81818,0.542097,0.00576369
8745,Promethazine,4450,Fluconazole,10020642,Hyperhidrosis,15,679,69,6871,2.17391,0.282089,0.0216138
8745,Promethazine,4450,Fluconazole,10061520,Ill-defined disorder,2,692,14,6926,1.42857,0.75488,0.00288184
8745,Promethazine,4450,Fluconazole,10022004,Influenza like illness,7,687,45,6895,1.55556,0.404344,0.0100865
8745,Promethazine,4450,Fluconazole,10022998,Irritability,2,692,28,6912,0.714286,0.730841,0.00288184
8745,Promethazine,4450,Fluconazole,10024770,Local swelling,4,690,18,6922,2.22222,0.551335,0.00576369
8745,Promethazine,4450,Fluconazole,10048334,Mobility decreased,6,688,17,6923,3.52941,0.473186,0.00864553
8745,Promethazine,4450,Fluconazole,10028154,Multi-organ failure,8,686,26,6914,3.07692,0.402339,0.0115274
8745,Promethazine,4450,Fluconazole,10029410,Night sweats,8,686,15,6925,5.33333,0.435984,0.0115274
8745,Promethazine,4450,Fluconazole,10053159,Organ failure,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10033546,Pallor,4,690,14,6926,2.85714,0.565547,0.00576369
8745,Promethazine,4450,Fluconazole,10037569,Purulent discharge,2,692,2,6938,10.0,0.999207,0.00288184
8745,Promethazine,4450,Fluconazole,10053459,Secretion discharge,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10042674,Swelling,19,675,27,6913,7.03704,0.296789,0.0273775
8745,Promethazine,4450,Fluconazole,10048669,Terminal state,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10062355,Unevaluable event,4,690,29,6911,1.37931,0.531881,0.00576369
8745,Promethazine,4450,Fluconazole,10048629,Wound secretion,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10048245,Yellow skin,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10019909,Hernia,4,690,6,6934,6.66667,0.644268,0.00576369
8745,Promethazine,4450,Fluconazole,10018691,Granuloma,3,691,4,6936,7.5,0.762724,0.00432277
8745,Promethazine,4450,Fluconazole,10061218,Inflammation,5,689,15,6925,3.33333,0.514861,0.00720461
8745,Promethazine,4450,Fluconazole,10028116,Mucosal inflammation,13,681,8,6932,16.25,0.447591,0.018732
8745,Promethazine,4450,Fluconazole,10028133,Mucous membrane disorder,1,693,3,6937,3.33333,1.15401,0.00144092
8745,Promethazine,4450,Fluconazole,10061529,Polyp,1,693,2,6938,5.0,1.2241,0.00144092
8745,Promethazine,4450,Fluconazole,10007196,Capillary leak syndrome,1,693,1,6939,10.0,1.41365,0.00144092
8745,Promethazine,4450,Fluconazole,10016029,Face oedema,2,692,11,6929,1.81818,0.767674,0.00288184
8745,Promethazine,4450,Fluconazole,10018092,Generalised oedema,3,691,5,6935,6.0,0.729211,0.00432277
8745,Promethazine,4450,Fluconazole,10030095,Oedema,11,683,26,6914,4.23077,0.357471,0.0158501
8745,Promethazine,4450,Fluconazole,10064556,Breakthrough pain,3,691,1,6939,30.0,1.15401,0.00432277
8745,Promethazine,4450,Fluconazole,10013082,Discomfort,2,692,11,6929,1.81818,0.767674,0.00288184
8745,Promethazine,4450,Fluconazole,10016059,Facial pain,1,693,4,6936,2.5,1.11732,0.00144092
8745,Promethazine,4450,Fluconazole,10016750,Flank pain,9,685,5,6935,18.0,0.556351,0.0129683
8745,Promethazine,4450,Fluconazole,10062501,Non-cardiac chest pain,4,690,2,6938,20.0,0.86511,0.00576369
8745,Promethazine,4450,Fluconazole,10033371,Pain,106,588,205,6735,5.17073,0.112814,0.152738
